Genome,World-wide Prevalence,World-wide Abundance,Hadza Prevalence,Hadza Abundance,Hunter-gatherer Lifestyle Prevalence,Hunter-gatherer Lifestyle Abundance,Transitional lifestyle prevalence,Transitional Lifestyle Abundance,Industrial Lifestyle Prevalence,Industrial Lifestyle Abundance,GTDB Taxonomy,Phylum,Species name,New species compared to UHGG?,P-value?,#NAME?,Change in prevalence,Percentile Rank,Special Taxa?
GUT_GENOME171643.fna,0.012222222,5.22E-07,0.051851852,1.01E-06,0.026217228,1.01E-06,0.013722127,2.69E-07,0.007368421,3.20E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Firmicutes,Streptococcus sp.,FALSE,0.000641659,3.192695822,-0.044483431,26.51699029,
GUT_GENOME174135.fna,0.011666667,8.27E-07,0.051851852,1.60E-06,0.026217228,1.60E-06,0.012006861,3.98E-07,0.007368421,4.83E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Firmicutes,Streptococcus sp.,FALSE,0.000641659,3.192695822,-0.044483431,26.51699029,
GUT_GENOME281445.fna,0.024444444,8.32E-07,0.066666667,4.78E-07,0.048689139,6.37E-07,0.030874786,1.06E-06,0.013684211,7.12E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__,Firmicutes_A,CAG-552 sp.,FALSE,0.000660737,3.179971652,-0.052982456,26.41585761,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_3_THA0078JZ.66.fa,0.021666667,7.27E-07,0.059259259,7.58E-07,0.041198502,6.59E-07,0.030874786,7.64E-07,0.010526316,7.37E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__,Firmicutes_A,UBA9502 sp.,FALSE,0.000692653,3.159484429,-0.048732943,26.37540453,
GUT_GENOME268227.fna,0.088888889,9.57E-07,0.096296296,1.13E-06,0.131086142,1.02E-06,0.166380789,9.70E-07,0.029473684,8.31E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__,Firmicutes_A,Faecalibacterium sp.,FALSE,0.000777738,3.109166515,-0.066822612,26.31472492,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_15_RAU1013YZ.36.fa,0.070555556,1.20E-06,0.096296296,5.56E-07,0.071161049,6.65E-07,0.137221269,1.48E-06,0.029473684,7.66E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597 sp003448195,Firmicutes_A,UBA7597 sp003448195,FALSE,0.000777738,3.109166515,-0.066822612,26.31472492,
GUT_GENOME095490.fna,0.01,6.69E-07,0.044444444,1.26E-06,0.02247191,1.26E-06,0.012006861,3.31E-07,0.005263158,4.39E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,Firmicutes,Streptococcus sp.,FALSE,0.000906152,3.042798802,-0.039181287,26.21359223,
GUT_GENOME156224.fna,0.015555556,1.46E-06,0.044444444,9.54E-07,0.04494382,1.02E-06,0.018867925,2.43E-06,0.005263158,3.95E-07,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula,Firmicutes_C,Veillonella parvula,FALSE,0.000906152,3.042798802,-0.039181287,26.21359223,
GUT_GENOME177056.fna,0.008333333,3.82E-07,0.044444444,4.28E-07,0.029962547,3.94E-07,0.003430532,4.14E-07,0.005263158,3.48E-07,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae,Proteobacteria,Haemophilus_D pittmaniae,FALSE,0.000906152,3.042798802,-0.039181287,26.21359223,
GUT_GENOME025308.fna,0.060555556,2.30E-06,0.066666667,2.21E-06,0.04494382,1.91E-06,0.142367067,2.64E-06,0.014736842,6.25E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900544705,Firmicutes_A,CAG-110 sp900544705,FALSE,0.000971867,3.01239296,-0.051929825,26.13268608,
GUT_GENOME034317.fna,0.006111111,2.60E-06,0.02962963,1.33E-06,0.02247191,1.98E-06,0.006861063,2.95E-06,0.001052632,4.86E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp900540665,Firmicutes,Catenibacterium sp900540665,FALSE,0.001040477,2.982767485,-0.028576998,25.95064725,
GUT_GENOME095650.fna,0.006666667,2.59E-07,0.02962963,1.98E-07,0.02247191,2.63E-07,0.008576329,2.76E-07,0.001052632,1.56E-07,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,Actinobacteriota,Pauljensenia sp.,FALSE,0.001040477,2.982767485,-0.028576998,25.95064725,
GUT_GENOME121269.fna,0.005555556,1.72E-06,0.02962963,2.42E-06,0.014981273,2.42E-06,0.008576329,1.01E-06,0.001052632,2.51E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003516865,Firmicutes_A,CAG-115 sp003516865,FALSE,0.001040477,2.982767485,-0.028576998,25.95064725,
GUT_GENOME230645.fna,0.002777778,1.14E-06,0.02962963,1.32E-06,0.014981273,1.32E-06,0,,0.001052632,4.58E-07,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella corporis,Bacteroidota,Prevotella corporis,FALSE,0.001040477,2.982767485,-0.028576998,25.95064725,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_16_1621.322.fa,0.002777778,2.85E-06,0.02962963,3.52E-06,0.014981273,3.52E-06,0,,0.001052632,1.40E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,TRUE,0.001040477,2.982767485,-0.028576998,25.95064725,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_M_20_1921.108.fa,0.003333333,4.78E-06,0.02962963,6.35E-06,0.014981273,6.35E-06,0.001715266,2.86E-06,0.001052632,4.27E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841;s__,Firmicutes_A,CAG-841 sp.,TRUE,0.001040477,2.982767485,-0.028576998,25.95064725,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_19_RAU1029Y.44.fa,0.005555556,9.73E-07,0.02962963,6.58E-07,0.018726592,5.60E-07,0.006861063,1.29E-06,0.001052632,1.79E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UMGS1908;g__UMGS1908;s__,Firmicutes_A,UMGS1908 sp.,FALSE,0.001040477,2.982767485,-0.028576998,25.95064725,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_1_RAJ1015YZ.163.fa,0.003333333,6.69E-07,0.02962963,4.76E-07,0.014981273,4.76E-07,0.001715266,1.94E-06,0.001052632,1.69E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA9845;s__,Firmicutes_A,UBA9845 sp.,TRUE,0.001040477,2.982767485,-0.028576998,25.95064725,
GUT_GENOME000862.fna,0.009444444,8.15E-07,0.037037037,1.32E-06,0.037453184,9.13E-07,0.006861063,6.33E-07,0.003157895,7.31E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum,Firmicutes,Limosilactobacillus fermentum,FALSE,0.001139771,2.943182542,-0.033879142,25.7079288,
GUT_GENOME112985.fna,0.005,3.01E-07,0.037037037,2.54E-07,0.018726592,2.54E-07,0.001715266,2.27E-07,0.003157895,4.05E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__,Firmicutes_A,UBA644 sp.,FALSE,0.001139771,2.943182542,-0.033879142,25.7079288,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_24_1866.135.fa,0.006111111,9.77E-07,0.037037037,1.27E-06,0.018726592,1.27E-06,0.005145798,6.12E-07,0.003157895,8.56E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,Firmicutes_A,UBA737 sp.,FALSE,0.001139771,2.943182542,-0.033879142,25.7079288,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_12_1556.127.fa,0.007777778,5.82E-07,0.037037037,9.18E-07,0.02247191,8.42E-07,0.008576329,4.59E-07,0.003157895,2.70E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UMGS1253;g__;s__,Firmicutes_A,UMGS1253 sp.,TRUE,0.001139771,2.943182542,-0.033879142,25.7079288,
GUT_GENOME151978.fna,0.192222222,1.87E-06,0.251851852,1.17E-06,0.220973783,1.31E-06,0.264150943,2.04E-06,0.14,1.93E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436475,Firmicutes_A,Lachnospira sp000436475,FALSE,0.001358139,2.867055805,-0.111851852,25.60679612,
GUT_GENOME153922.fna,0.032222222,1.71E-06,0.074074074,6.97E-07,0.048689139,6.25E-07,0.044596913,1.72E-06,0.02,2.44E-06,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-878;s__CAG-878 sp000432255,Firmicutes,CAG-878 sp000432255,FALSE,0.001588248,2.799081769,-0.054074074,25.5461165,
GUT_GENOME271927.fna,0.021111111,8.13E-07,0.074074074,7.33E-07,0.059925094,8.85E-07,0.005145798,7.98E-07,0.02,7.54E-07,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__,Firmicutes,CAG-460 sp.,FALSE,0.001588248,2.799081769,-0.054074074,25.5461165,
GUT_GENOME009542.fna,0.016111111,4.24E-07,0.044444444,2.58E-07,0.033707865,2.60E-07,0.024013722,5.63E-07,0.006315789,3.45E-07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__UMGS1865 sp900555785,Firmicutes_A,UMGS1865 sp900555785,FALSE,0.001628168,2.788300746,-0.038128655,25.48543689,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_24_1866.6.fa,0.027222222,1.06E-06,0.081481481,9.26E-07,0.048689139,8.83E-07,0.022298456,4.93E-07,0.024210526,1.48E-06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__UBA5884 sp900551505,Firmicutes_A,UBA5884 sp900551505,FALSE,0.001677735,2.775276625,-0.057270955,25.44498382,
GUT_GENOME000314.fna,0.001666667,1.35E-06,0.022222222,1.35E-06,0.011235955,1.35E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans,Firmicutes_A,Paraclostridium bifermentans,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME009245.fna,0.002222222,3.81E-07,0.022222222,2.26E-07,0.014981273,3.81E-07,0,,0,,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__,Cyanobacteria,Gastranaerophilaceae sp.,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME015763.fna,0.014444444,1.14E-06,0.022222222,9.87E-07,0.014981273,1.25E-06,0.037735849,1.12E-06,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__,Firmicutes,Catenibacterium sp.,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME065655.fna,0.002222222,3.08E-07,0.022222222,3.35E-07,0.014981273,3.08E-07,0,,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900539155,Bacteroidota,Porphyromonas sp900539155,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME089625.fna,0.001666667,1.85E-07,0.022222222,1.85E-07,0.011235955,1.85E-07,0,,0,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium sp000235465,Fusobacteriota,Fusobacterium sp000235465,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME096295.fna,0.002777778,5.01E-07,0.022222222,3.69E-07,0.011235955,3.69E-07,0.003430532,6.97E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium celatum,Firmicutes_A,Clostridium celatum,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME116471.fna,0.002222222,5.10E-07,0.022222222,5.38E-07,0.014981273,5.10E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__,Firmicutes_A,CAG-269 sp.,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
GUT_GENOME185251.fna,0.002777778,2.83E-07,0.022222222,2.43E-07,0.011235955,2.43E-07,0.003430532,3.42E-07,0,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris,Actinobacteriota,Actinomyces oris,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K127_MEGAHIT__Hadza_MoBio_hadza-A-D_C_6_1128.24.fa,0.001666667,6.70E-07,0.022222222,6.70E-07,0.011235955,6.70E-07,0,,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__,Proteobacteria,CAG-495 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_A_10_1510.79.fa,0.001666667,2.45E-07,0.022222222,2.45E-07,0.011235955,2.45E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-822;s__,Firmicutes,CAG-822 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_E_12_1563.178.fa,0.002777778,3.64E-05,0.022222222,2.85E-06,0.014981273,2.26E-06,0.001715266,0.000173139,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Kurthia;s__Kurthia sp002418445,Firmicutes,Kurthia sp002418445,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_F_2_1565.145.fa,0.001666667,2.63E-07,0.022222222,2.63E-07,0.011235955,2.63E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__;s__,Firmicutes_A,UBA1242 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_F_3_1566.4.fa,0.002777778,2.01E-06,0.022222222,1.28E-06,0.018726592,2.01E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__,Firmicutes_A,CAG-95 sp.,FALSE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_22_1120.197.fa,0.001666667,1.13E-06,0.022222222,1.13E-06,0.011235955,1.13E-06,0,,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__,Bacteroidota,UBA4372 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_22_1120.216.fa,0.002222222,4.65E-07,0.022222222,4.66E-07,0.011235955,4.66E-07,0.001715266,4.62E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,Firmicutes_A,UBA1740 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_A_22_1120.274.fa,0.002222222,1.68E-06,0.022222222,2.13E-06,0.011235955,2.13E-06,0.001715266,3.05E-07,0,,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__,Verrucomicrobiota,RUG572 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_16_1621.465.fa,0.001666667,1.18E-06,0.022222222,1.18E-06,0.011235955,1.18E-06,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__,Firmicutes,CAG-460 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_19_1578.63.fa,0.001666667,4.61E-07,0.022222222,4.61E-07,0.011235955,4.61E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__,Firmicutes_A,UMGS1279 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_D_24_1627.75.fa,0.001666667,3.50E-06,0.022222222,3.50E-06,0.011235955,3.50E-06,0,,0,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,Bacteroidota,Prevotella sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_17_1054.260.fa,0.003888889,1.35E-06,0.022222222,2.02E-06,0.026217228,1.35E-06,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__,Firmicutes,CAG-877 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_19_1056.90.fa,0.001666667,2.71E-07,0.022222222,2.71E-07,0.011235955,2.71E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__,Firmicutes_A,UMGS902 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_E_6_1152.189.fa,0.001666667,1.57E-06,0.022222222,1.57E-06,0.011235955,1.57E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__,Firmicutes_A,Borkfalkiaceae sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_G_8_1096.214.fa,0.001666667,3.75E-07,0.022222222,3.75E-07,0.011235955,3.75E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__;g__;s__,Firmicutes_A,Christensenellales sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_2_1640.362.fa,0.001666667,3.49E-07,0.022222222,3.49E-07,0.011235955,3.49E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11490;s__,Firmicutes_A,UBA11490 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_12_1156.254.fa,0.002777778,5.79E-07,0.022222222,7.34E-07,0.014981273,6.38E-07,0.001715266,3.44E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__CAG-1782;s__,Firmicutes_A,CAG-1782 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_K_24_1168.354.fa,0.002777778,1.05E-06,0.022222222,1.41E-06,0.014981273,1.16E-06,0.001715266,5.82E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA4651;g__;s__,Firmicutes_A,UBA4651 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_N_3_1523.273.fa,0.001666667,1.17E-06,0.022222222,1.17E-06,0.011235955,1.17E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1754;s__,Firmicutes_A,UMGS1754 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_N_3_1523.78.fa,0.001666667,4.08E-07,0.022222222,4.08E-07,0.011235955,4.08E-07,0,,0,,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__,Firmicutes,Erysipelotrichaceae sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_O_4_1196.90.fa,0.001666667,3.53E-07,0.022222222,3.53E-07,0.011235955,3.53E-07,0,,0,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA9783;g__UBA1183;s__,Verrucomicrobiota,UBA1183 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_18_1822.362.fa,0.002222222,4.28E-07,0.022222222,5.16E-07,0.014981273,4.28E-07,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__,Firmicutes_A,UMGS1663 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_A_21_1706.60.fa,0.001666667,1.06E-06,0.022222222,1.06E-06,0.011235955,1.06E-06,0,,0,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1773;s__,Actinobacteriota,UMGS1773 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_D_16_2189.182.fa,0.001666667,1.31E-06,0.022222222,1.31E-06,0.011235955,1.31E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__,Firmicutes_A,UBA6857 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_6_1848.100.fa,0.002777778,6.86E-07,0.022222222,3.99E-07,0.014981273,5.06E-07,0.001715266,1.41E-06,0,,d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__,Spirochaetota,Brachyspira sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_F_21_1974.221.fa,0.001666667,3.88E-06,0.022222222,3.88E-06,0.011235955,3.88E-06,0,,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,Firmicutes_A,Ruminococcus_E sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_15_1738.160.fa,0.002222222,8.33E-07,0.022222222,9.89E-07,0.011235955,9.89E-07,0.001715266,3.62E-07,0,,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UMGS1908;g__;s__,Firmicutes_A,UMGS1908 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_G_19_1739.41.fa,0.001666667,7.90E-07,0.022222222,7.90E-07,0.011235955,7.90E-07,0,,0,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__;s__,Proteobacteria,UBA1997 sp.,TRUE,0.001888873,2.723797269,-0.022222222,23.68527508,
